Customer,Year,Date,QC_Number,Customer Complaint,DTC,Failure Analysis,Warranty Decision,Supplier,Mileage,Partnumber,Family
Honda,2023,2023-06-27 0:00:00,QC-2023-1437,Starting Problem,"U0199, U0212",ASIC CJ327 failure due to EOS,According to Specification,Valeo,12934KM,7689.145.203,YC 72.4.61
Kia,2020,2020-04-09 0:00:00,QC-2020-6067,Low pickup,"P0121, P1388, P2100, P1D41",Sensor short due to moisture,Production Failure,,26439KM,9067.342.185,KF 28.4.63
M&M,2024,2024-12-30 0:00:00,QC-2024-4945,Engine overheating,"P00AD, P30CB, P00A1, P007D",controller failure due to supplier production failure,Customer Failure,,670KM,8795.234.106,HV 14.5.38
M&M,2021,2021-07-14 0:00:00,QC-2021-9815,High fuel consumption,"P3099, P3096, P3094, P0641, P1D44",Sensor short due to moisture,Customer Failure,,62291KM,8795.234.106,YC 72.4.61
TATA,2024,2024-01-13 0:00:00,QC-2024-3791,Engine jerking during acceleration,"P0301, U045A, U1207, U0404",NTF,Customer Failure,Valeo,54935KM,1293.847.562,WK 83.2.50
Honda,2022,2022-09-29 0:00:00,QC-2022-5822,OBD Light ON,"P0301, U0110",NTF,Production Failure,,12843KM,7834.156.920,WK 83.2.50
Ashok Leyland,2021,2021-12-19 0:00:00,QC-2021-5985,OBD Light ON,"P060A, P1387, P3098, P163E",controller failure due to supplier production failure,Customer Failure,Bosch,2764KM,3074.928.615,AE 48.7.13
Honda,2019,2019-11-10 0:00:00,QC-2019-3239,Low pickup,"U0100, U0132",NTF,According to Specification,Delphi,17315KM,5938.761.204,ME 17.9.71
Toyota,2022,2022-08-15 0:00:00,QC-2022-4593,Starting Problem,"P1640, P160A, P3047",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,40337KM,4521.673.841,WK 83.2.50
M&M,2019,2019-09-16 0:00:00,QC-2019-1248,Starting Problem,"U0198, P1682, P3099, P3047, U0422",NTF,Customer Failure,Hanon,151KM,3074.928.615,WK 83.2.50
M&M,2023,2023-11-15 0:00:00,QC-2023-8321,Vehicle not starting,"U0132, P3097, U019C, U049C, P1D41",ASIC CJ327 failure due to EOS,According to Specification,Delphi,2764KM,1647.098.753,WK 83.2.50
Ashok Leyland,2019,2019-09-21 0:00:00,QC-2019-5465,Engine overheating,"P30CA, P00A1, P2184, P30C6, P102A",controller failure due to supplier production failure,Customer Failure,Hanon,37833KM,6103.825.479,WK 83.2.50
Hyundai,2022,2022-04-06 0:00:00,QC-2022-5747,Engine overheating,"U0038, U0302, P1387",NTF,Production Failure,STM,37833KM,7016.423.895,QW 56.2.90
Toyota,2021,2021-09-27 0:00:00,QC-2021-5508,Vehicle not starting,"P3099, U0412",ASIC CJ327 failure due to EOS,According to Specification,Valeo,16528KM,2784.913.650,DM 39.1.76
TATA,2021,2021-11-23 0:00:00,QC-2021-7669,Rough idling,"P1202, P3389, P1D3F, P317B",Track burnt due to EOS,Customer Failure,Delphi,10120KM,5612.748.093,ME 17.9.71
Ashok Leyland,2021,2021-11-10 0:00:00,QC-2021-1951,High fuel consumption,"P3094, P1603, P20FF",Sensor short due to moisture,According to Specification,STM,17315KM,5938.761.204,KF 28.4.63
Honda,2023,2023-04-30 0:00:00,QC-2023-2691,Brake warning light ON,"P1610, P1D42, P1D44, U0212",Track burnt due to EOS,Production Failure,Hanon,17315KM,3074.928.615,WK 83.2.50
Hyundai,2024,2024-03-05 0:00:00,QC-2024-5088,Engine overheating,"P0455, P060D, P3325, P1603",Track burnt due to EOS,According to Specification,STM,17002KM,8795.234.106,PG 33.6.59
Kia,2023,2023-05-02 0:00:00,QC-2023-1796,Vehicle not starting,"U0413, U0110",Sensor short due to moisture,Production Failure,Delphi,26439KM,3847.291.506,DM 39.1.76
Ashok Leyland,2020,2020-08-16 0:00:00,QC-2020-9985,Starting Problem,"U010C, P06F9, P3098",Track burnt due to EOS,According to Specification,STM,9065KM,9067.342.185,HV 14.5.38
Hyundai,2023,2023-03-05 0:00:00,QC-2023-8496,OBD Light ON,"P1602, P3098, P151B, P1603",ASIC CJ327 failure due to EOS,Customer Failure,Valeo,12843KM,5938.761.204,CF 26.8.47
Kia,2022,2022-03-15 0:00:00,QC-2022-5875,Vehicle not starting,"P0301, U0038, P3092, P2610, P1D3E",ASIC CJ327 failure due to EOS,According to Specification,Valeo,26439KM,5938.761.204,KF 28.4.63
Toyota,2024,2024-08-14 0:00:00,QC-2024-4223,Vehicle not starting,"U0201, P1D3E",Sensor short due to moisture,According to Specification,,12843KM,7834.156.920,KF 28.4.63
M&M,2021,2021-09-22 0:00:00,QC-2021-7715,OBD Light ON,"P1D42, U0115, P151B",Track burnt due to EOS,According to Specification,Valeo,2764KM,9067.342.185,ME 17.9.71
Toyota,2022,2022-06-28 0:00:00,QC-2022-3915,Starting Problem,"U0100, P0617",Sensor short due to moisture,Production Failure,Delphi,90KM,6508.317.492,JR 19.6.84
TATA,2022,2022-08-08 0:00:00,QC-2022-5893,High fuel consumption,"P0606, P0607",controller failure due to supplier production failure,According to Specification,STM,15214KM,9067.342.185,BX 42.3.17
M&M,2020,2020-12-22 0:00:00,QC-2020-2790,OBD Light ON,"U0201, P3095, U0464",NTF,Production Failure,Delphi,26439KM,8795.234.106,JR 19.6.84
M&M,2023,2023-02-12 0:00:00,QC-2023-2046,Low pickup,"P3261, P2123, P210A",Connector damage,Production Failure,Bosch,40337KM,4382.510.967,SL 67.9.25
Hyundai,2021,2021-04-15 0:00:00,QC-2021-4200,Rough idling,"P0301, P2330, P31B3",controller failure due to supplier production failure,According to Specification,,11770KM,2784.913.650,PG 33.6.59
Hyundai,2024,2024-12-23 0:00:00,QC-2024-6805,High fuel consumption,"P3098, P06D2, P060D, U0100",Track burnt due to EOS,According to Specification,,670KM,4382.510.967,JR 19.6.84
Hyundai,2019,2019-12-30 0:00:00,QC-2019-1918,Engine jerking during acceleration,"P0605, P20FF",Connector damage,Production Failure,Delphi,5397KM,3271.584.960,YC 72.4.61
Ashok Leyland,2019,2019-05-02 0:00:00,QC-2019-6254,OBD Light ON,"P0455, U0100",controller failure due to supplier production failure,Production Failure,Valeo,37833KM,6103.825.479,CF 26.8.47
Honda,2024,2024-03-30 0:00:00,QC-2024-7904,Vehicle not starting,"U120F, P0611, U0206, P3099, P3051",Track burnt due to EOS,According to Specification,Bosch,40337KM,1293.847.562,HV 14.5.38
Hyundai,2024,2024-03-22 0:00:00,QC-2024-8203,Engine overheating,"U120F, P011F, P30CD, U0126",NTF,Customer Failure,STM,5743KM,7016.423.895,KF 28.4.63
Honda,2024,2024-07-07 0:00:00,QC-2024-6647,Engine overheating,"P30C9, P00A6",controller failure due to supplier production failure,Customer Failure,Hanon,32893KM,7689.145.203,NZ 21.8.44
Honda,2020,2020-11-19 0:00:00,QC-2020-7551,High fuel consumption,"P060F, P1D42, P3093, P1D4A, U0401",Connector damage,Production Failure,Hanon,12725KM,3271.584.960,QW 56.2.90
Honda,2020,2020-06-21 0:00:00,QC-2020-3711,Starting Problem,"P0455, P0301",Connector damage,According to Specification,Hanon,90KM,6508.317.492,HV 14.5.38
M&M,2023,2023-02-01 0:00:00,QC-2023-2709,Engine overheating,"P00B2, P30C6",Sensor short due to moisture,According to Specification,STM,62291KM,7689.145.203,WK 83.2.50
Kia,2023,2023-04-14 0:00:00,QC-2023-3750,Engine jerking during acceleration,"U0100, P3094, P2610, P06D2",Track burnt due to EOS,Production Failure,Delphi,15214KM,9241.653.870,NZ 21.8.44
Toyota,2021,2021-09-27 0:00:00,QC-2021-4596,Vehicle not starting,"U0100, U030B, P0686",controller failure due to supplier production failure,According to Specification,Bosch,37833KM,3074.928.615,QW 56.2.90
TATA,2022,2022-10-13 0:00:00,QC-2022-9488,Vehicle not starting,"P0605, P160A",Connector damage,Customer Failure,,10120KM,7016.423.895,QW 56.2.90
Hyundai,2020,2020-08-01 0:00:00,QC-2020-8866,Engine jerking during acceleration,"U0100, P06F9, P052F, P2243, P3097",Connector damage,Customer Failure,Hanon,5397KM,7689.145.203,YC 72.4.61
Hyundai,2022,2022-02-05 0:00:00,QC-2022-3766,High fuel consumption,"P0301, U0100",Track burnt due to EOS,Customer Failure,Bosch,11770KM,1647.098.753,NZ 21.8.44
Kia,2021,2021-12-16 0:00:00,QC-2021-9875,Starting Problem,"U0235, U103B, P0617",ASIC CJ327 failure due to EOS,Customer Failure,Hanon,670KM,5938.761.204,ME 17.9.71
Toyota,2023,2023-02-19 0:00:00,QC-2023-5202,Engine jerking during acceleration,"P0605, P3325, U0301",Track burnt due to EOS,Customer Failure,Hanon,59029KM,3271.584.960,AE 48.7.13
Hyundai,2019,2019-08-18 0:00:00,QC-2019-4376,Vehicle not starting,"U0111, U019C",controller failure due to supplier production failure,Production Failure,Delphi,90KM,4382.510.967,NZ 21.8.44
TATA,2020,2020-07-12 0:00:00,QC-2020-4430,Starting Problem,"U1050, U0407",Track burnt due to EOS,According to Specification,Hanon,17315KM,4382.510.967,KF 28.4.63
Honda,2024,2024-04-17 0:00:00,QC-2024-1378,High fuel consumption,"U0100, P060A, P1602",controller failure due to supplier production failure,Production Failure,Hanon,433KM,6103.825.479,SL 67.9.25
Kia,2021,2021-08-06 0:00:00,QC-2021-8545,Starting Problem,"U0323, P1386",Sensor short due to moisture,Production Failure,Hanon,27952KM,3271.584.960,YC 72.4.61
Honda,2022,2022-05-30 0:00:00,QC-2022-5835,OBD Light ON,"P1D3E, P1D4A",controller failure due to supplier production failure,According to Specification,Hanon,5743KM,7016.423.895,SL 67.9.25
M&M,2019,2019-08-29 0:00:00,QC-2019-8718,Starting Problem,"U0029, P20FF",controller failure due to supplier production failure,Customer Failure,Delphi,62291KM,8459.067.312,QW 56.2.90
Toyota,2020,2020-06-13 0:00:00,QC-2020-8454,Engine jerking during acceleration,"U0110, U1123, U010D, P068B",NTF,Customer Failure,Bosch,37661KM,3271.584.960,ME 17.9.71
M&M,2022,2022-07-16 0:00:00,QC-2022-9921,Brake warning light ON,"U0307, U0146, U0100, P2610, U1003",Track burnt due to EOS,According to Specification,,5397KM,6103.825.479,AE 48.7.13
Kia,2019,2019-03-15 0:00:00,QC-2019-7197,Rough idling,"P0284, P12B1, P0611, P2094",ASIC CJ327 failure due to EOS,According to Specification,Hanon,86471KM,3271.584.960,KF 28.4.63
Toyota,2024,2024-11-06 0:00:00,QC-2024-7947,Low pickup,"U0100, P163E, U102F",NTF,Customer Failure,Valeo,9065KM,8459.067.312,QW 56.2.90
TATA,2019,2019-09-21 0:00:00,QC-2019-2471,Engine overheating,"P00B2, P1388",ASIC CJ327 failure due to EOS,Customer Failure,Bosch,17315KM,1293.847.562,HV 14.5.38
TATA,2022,2022-02-24 0:00:00,QC-2022-2667,Brake warning light ON,"P0697, U0111, P1D4A, U0201",Track burnt due to EOS,Production Failure,,54935KM,3271.584.960,AE 48.7.13
Kia,2024,2024-08-29 0:00:00,QC-2024-5052,Vehicle not starting,"U019C, U1123, P068A, U0322, P3096",controller failure due to supplier production failure,Customer Failure,Hanon,37661KM,7689.145.203,PG 33.6.59
TATA,2019,2019-09-26 0:00:00,QC-2019-7379,OBD Light ON,"P3096, P1D40, P2243",Track burnt due to EOS,Customer Failure,Hanon,86471KM,7834.156.920,PG 33.6.59
M&M,2023,2023-08-27 0:00:00,QC-2023-5334,Brake warning light ON,"P3093, P06D2, U0115, U0163",controller failure due to supplier production failure,Production Failure,Bosch,9065KM,1647.098.753,DM 39.1.76
Ashok Leyland,2024,2024-11-03 0:00:00,QC-2024-6764,Low pickup,"P3094, P3097, P211D",Connector damage,Customer Failure,,86471KM,3074.928.615,CF 26.8.47
TATA,2019,2019-10-12 0:00:00,QC-2019-3154,OBD Light ON,"P1D3B, P3095, P1D4A, P1D43, P20FF",Connector damage,Customer Failure,Bosch,18324KM,7689.145.203,YC 72.4.61
Honda,2024,2024-07-29 0:00:00,QC-2024-4272,Starting Problem,"U019B, U0416",ASIC CJ327 failure due to EOS,Customer Failure,,5397KM,3074.928.615,AE 48.7.13
M&M,2024,2024-05-05 0:00:00,QC-2024-7041,Vehicle not starting,"P0301, U103E, U0417, P0685",Sensor short due to moisture,Production Failure,STM,32893KM,6103.825.479,TR 15.7.82
Ashok Leyland,2021,2021-10-18 0:00:00,QC-2021-8364,High fuel consumption,"U0100, P0560, P1386, P1603, P151B",controller failure due to supplier production failure,According to Specification,STM,37390KM,7689.145.203,BX 42.3.17
Honda,2022,2022-06-09 0:00:00,QC-2022-3900,OBD Light ON,"P1D49, P2243, P151B, U140A, U0100",controller failure due to supplier production failure,According to Specification,STM,26439KM,6103.825.479,PG 33.6.59
Kia,2021,2021-10-26 0:00:00,QC-2021-8374,Engine jerking during acceleration,"P20FF, P0605, P052F, P0607, P3095",Sensor short due to moisture,Production Failure,Valeo,9915KM,8459.067.312,YC 72.4.61
Toyota,2021,2021-12-28 0:00:00,QC-2021-8615,OBD Light ON,"P3097, P3095, U0301, P211F",Sensor short due to moisture,According to Specification,Delphi,40337KM,8459.067.312,BX 42.3.17
M&M,2024,2024-08-01 0:00:00,QC-2024-7846,Engine jerking during acceleration,"U0499, U0146, U040D, P052F, U100A",NTF,Customer Failure,Valeo,12934KM,3074.928.615,NZ 21.8.44
Hyundai,2023,2023-08-02 0:00:00,QC-2023-1541,High fuel consumption,"U0442, P1D42, P1602",ASIC CJ327 failure due to EOS,According to Specification,Delphi,10098KM,8795.234.106,DM 39.1.76
Hyundai,2019,2019-11-05 0:00:00,QC-2019-8709,Engine jerking during acceleration,"U0100, P163E",Connector damage,Production Failure,Valeo,54935KM,3271.584.960,CF 26.8.47
M&M,2019,2019-08-24 0:00:00,QC-2019-2520,Engine overheating,"P007C, P305D, P30CC, P00A2, P00A6",controller failure due to supplier production failure,Production Failure,Hanon,9065KM,6103.825.479,AE 48.7.13
M&M,2020,2020-12-17 0:00:00,QC-2020-6357,Brake warning light ON,"U0401, U0407",Connector damage,Customer Failure,Hanon,37833KM,3074.928.615,QW 56.2.90
Kia,2021,2021-11-04 0:00:00,QC-2021-3845,Starting Problem,"P0455, P1D42, P061C, U103B",Connector damage,According to Specification,STM,12725KM,8459.067.312,DM 39.1.76
Toyota,2020,2020-12-04 0:00:00,QC-2020-8367,Engine jerking during acceleration,"P0455, P1D41, P0605, P0641",Connector damage,According to Specification,,2764KM,4382.510.967,SL 67.9.25
Kia,2021,2021-07-23 0:00:00,QC-2021-2198,Engine jerking during acceleration,"P0455, P1387, P0600, P1D3F",Track burnt due to EOS,Customer Failure,Hanon,86471KM,8459.067.312,NZ 21.8.44
Hyundai,2021,2021-10-13 0:00:00,QC-2021-1715,OBD Light ON,"U040E, P0651, U030B, P1658",NTF,Customer Failure,Delphi,10098KM,3847.291.506,ME 17.9.71
TATA,2019,2019-01-03 0:00:00,QC-2019-1437,Engine overheating,"P0697, U1006, P3095, U0206, P3092",NTF,Customer Failure,Bosch,17315KM,6508.317.492,CF 26.8.47
Ashok Leyland,2022,2022-07-09 0:00:00,QC-2022-8994,Starting Problem,"P1D3B, P1674, U030B, P211F, U010D",Connector damage,Customer Failure,Bosch,12725KM,9241.653.870,CF 26.8.47
Hyundai,2022,2022-07-14 0:00:00,QC-2022-6686,Vehicle not starting,"P0455, P1D3D",Connector damage,According to Specification,STM,8457KM,9067.342.185,PG 33.6.59
Honda,2022,2022-12-22 0:00:00,QC-2022-1080,Engine overheating,"P0455, P305D, P007C",ASIC CJ327 failure due to EOS,According to Specification,,54935KM,4521.673.841,NZ 21.8.44
TATA,2022,2022-11-02 0:00:00,QC-2022-2550,Engine overheating,"U0100, P30CA, P00B2, P060F",Connector damage,Customer Failure,Bosch,27952KM,6103.825.479,JR 19.6.84
Hyundai,2021,2021-06-17 0:00:00,QC-2021-9405,OBD Light ON,"P160A, P1602, P2243",Sensor short due to moisture,Production Failure,Delphi,32893KM,5612.748.093,CF 26.8.47
Hyundai,2023,2023-03-05 0:00:00,QC-2023-6766,Vehicle not starting,"P163E, P06D1, P1932, U102B, U1123",NTF,According to Specification,Delphi,67219KM,3074.928.615,ME 17.9.71
TATA,2024,2024-10-14 0:00:00,QC-2024-4799,Engine jerking during acceleration,"U0401, P06F9, P211F, P0605, P2610",Track burnt due to EOS,Customer Failure,Delphi,2047KM,7016.423.895,AE 48.7.13
Hyundai,2023,2023-10-15 0:00:00,QC-2023-8999,Vehicle not starting,"P3095, P0605, P1D42",controller failure due to supplier production failure,Production Failure,,16528KM,6508.317.492,NZ 21.8.44
Toyota,2020,2020-02-18 0:00:00,QC-2020-8136,Engine jerking during acceleration,"P0641, U0442, P2243, P1602, P1388",controller failure due to supplier production failure,Customer Failure,,27952KM,4382.510.967,JR 19.6.84
M&M,2021,2021-01-13 0:00:00,QC-2021-4599,Starting Problem,"P0455, P068A, U1121",controller failure due to supplier production failure,Customer Failure,,2764KM,4521.673.841,QW 56.2.90
Kia,2021,2021-04-12 0:00:00,QC-2021-4549,OBD Light ON,"P0651, P2243",Track burnt due to EOS,According to Specification,Delphi,10120KM,7689.145.203,QW 56.2.90
Kia,2021,2021-09-30 0:00:00,QC-2021-1712,Vehicle not starting,"P0455, U040E, U0159",controller failure due to supplier production failure,According to Specification,Hanon,12934KM,2163.879.045,WK 83.2.50
M&M,2023,2023-04-14 0:00:00,QC-2023-2860,Brake warning light ON,"P1387, P0607, P2247, P1386",Sensor short due to moisture,According to Specification,Bosch,574KM,2784.913.650,YC 72.4.61
Honda,2023,2023-02-04 0:00:00,QC-2023-8242,OBD Light ON,"P3099, P1D43, P3093, P1D3B, P06A3",controller failure due to supplier production failure,Customer Failure,Hanon,27952KM,3074.928.615,DM 39.1.76
TATA,2022,2022-07-25 0:00:00,QC-2022-5286,Engine jerking during acceleration,"U0128, P163E, U0114, U10E5, U0323",NTF,Customer Failure,Hanon,27952KM,9241.653.870,JR 19.6.84
Honda,2019,2019-04-06 0:00:00,QC-2019-8424,Engine jerking during acceleration,"P3099, P1D49",ASIC CJ327 failure due to EOS,Production Failure,,151KM,6508.317.492,BX 42.3.17
Toyota,2020,2020-10-19 0:00:00,QC-2020-7737,Rough idling,"P0209, P31BE, P0600, P0340",ASIC CJ327 failure due to EOS,Production Failure,Delphi,59029KM,3074.928.615,HV 14.5.38
Hyundai,2023,2023-10-30 0:00:00,QC-2023-6616,Brake warning light ON,"P0301, U10F1, U10C2, P052F, U030B",NTF,According to Specification,,9065KM,8459.067.312,NZ 21.8.44
Kia,2021,2021-05-19 0:00:00,QC-2021-4493,Vehicle not starting,"U0413, P3050",Sensor short due to moisture,Production Failure,Bosch,9065KM,7834.156.920,PG 33.6.59
TATA,2023,2023-11-21 0:00:00,QC-2023-5161,Engine overheating,"P30CC, P00A1, P30C6, P102A",controller failure due to supplier production failure,According to Specification,Delphi,15214KM,6103.825.479,ME 17.9.71
M&M,2019,2019-03-23 0:00:00,QC-2019-2486,High fuel consumption,"U0401, P06A3, P0607, P0560",Connector damage,Production Failure,STM,16528KM,9067.342.185,TR 15.7.82
TATA,2020,2020-06-16 0:00:00,QC-2020-5697,Engine jerking during acceleration,"U0115, P3096, P0560, P0641, P1603",Sensor short due to moisture,Customer Failure,Bosch,27952KM,7834.156.920,WK 83.2.50
Hyundai,2022,2022-09-19 0:00:00,QC-2022-3377,Vehicle not starting,"U0166, P3054",Sensor short due to moisture,Production Failure,Valeo,433KM,3847.291.506,YC 72.4.61
Ashok Leyland,2021,2021-10-17 0:00:00,QC-2021-3593,OBD Light ON,"P1686, P3096, P0605, P060F",ASIC CJ327 failure due to EOS,Production Failure,Hanon,670KM,3074.928.615,YC 72.4.61
Hyundai,2022,2022-01-07 0:00:00,QC-2022-2367,Rough idling,"P0020, P31AD, P3098",Track burnt due to EOS,Customer Failure,STM,5397KM,8795.234.106,CF 26.8.47
Honda,2023,2023-12-13 0:00:00,QC-2023-1393,Engine jerking during acceleration,"P1D3C, P0651, P211F, P0600, P1D4A",controller failure due to supplier production failure,Customer Failure,Bosch,90KM,4521.673.841,PG 33.6.59
Toyota,2021,2021-02-14 0:00:00,QC-2021-8606,Low pickup,"P2173, P1559, P0041, P2122",NTF,Production Failure,Valeo,12725KM,5612.748.093,CF 26.8.47
TATA,2022,2022-05-01 0:00:00,QC-2022-5893,Rough idling,"P020F, P11A4, P1201",controller failure due to supplier production failure,Production Failure,Delphi,32893KM,9067.342.185,TR 15.7.82
Ashok Leyland,2024,2024-04-18 0:00:00,QC-2024-3810,OBD Light ON,"U0100, U0415, U1121, U0301",NTF,Customer Failure,Delphi,37661KM,7834.156.920,JR 19.6.84
Honda,2021,2021-12-11 0:00:00,QC-2021-8978,Starting Problem,"U0028, U0415, P0AA7, P1D3B",NTF,Customer Failure,Delphi,67219KM,2163.879.045,SL 67.9.25
Hyundai,2019,2019-10-17 0:00:00,QC-2019-2605,Engine overheating,"P0301, P011A, P211F, P0641, P06A3",ASIC CJ327 failure due to EOS,Customer Failure,Bosch,40337KM,5612.748.093,QW 56.2.90
Honda,2020,2020-02-06 0:00:00,QC-2020-2148,Rough idling,"P0455, P1060",Track burnt due to EOS,Customer Failure,Valeo,670KM,2163.879.045,KF 28.4.63
M&M,2019,2019-05-09 0:00:00,QC-2019-8389,Engine overheating,"P1610, U0404, U0112, P1604, U0413",NTF,According to Specification,Delphi,33238KM,7016.423.895,HV 14.5.38
Hyundai,2024,2024-03-31 0:00:00,QC-2024-3074,Rough idling,"P11C1, P0300, P31B8",Connector damage,Customer Failure,Delphi,12934KM,3271.584.960,WK 83.2.50
TATA,2023,2023-07-07 0:00:00,QC-2023-4010,Rough idling,"P2309, P31B7",Sensor short due to moisture,According to Specification,Delphi,9065KM,6508.317.492,YC 72.4.61
Kia,2021,2021-05-10 0:00:00,QC-2021-9626,Starting Problem,"P060F, P3092",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,86471KM,5938.761.204,SL 67.9.25
M&M,2024,2024-03-22 0:00:00,QC-2024-3467,Vehicle not starting,"P0455, P060F, U0140, P3097",Connector damage,Customer Failure,Bosch,10098KM,2784.913.650,DM 39.1.76
Kia,2024,2024-02-21 0:00:00,QC-2024-6484,High fuel consumption,"P2247, P151B",controller failure due to supplier production failure,Customer Failure,,10098KM,3271.584.960,TR 15.7.82
Kia,2020,2020-10-27 0:00:00,QC-2020-6324,Engine overheating,"P1D3E, P0605, P06D2, P3098, P1386",Track burnt due to EOS,Customer Failure,Valeo,15214KM,4382.510.967,CF 26.8.47
Hyundai,2023,2023-05-16 0:00:00,QC-2023-3653,Starting Problem,"P3095, U0419, U0146, U0323, U0112",NTF,Customer Failure,Hanon,5743KM,5938.761.204,NZ 21.8.44
M&M,2023,2023-02-24 0:00:00,QC-2023-5208,Engine jerking during acceleration,"P1D4A, P211F, P3093",Track burnt due to EOS,Customer Failure,Delphi,11770KM,7016.423.895,JR 19.6.84
TATA,2022,2022-09-28 0:00:00,QC-2022-9548,Engine overheating,"P0301, P00A6, P007B, P2183, P00A2",Connector damage,Customer Failure,Valeo,40337KM,2163.879.045,HV 14.5.38
Toyota,2021,2021-03-24 0:00:00,QC-2021-1559,Rough idling,"P0455, P268E, P2344, P11CD",Track burnt due to EOS,According to Specification,Hanon,433KM,3074.928.615,KF 28.4.63
Ashok Leyland,2023,2023-05-27 0:00:00,QC-2023-9332,OBD Light ON,"P1604, P06D1, U0401, P060D",ASIC CJ327 failure due to EOS,According to Specification,Hanon,86471KM,4521.673.841,PG 33.6.59
M&M,2020,2020-10-09 0:00:00,QC-2020-4677,Vehicle not starting,"P3094, P3050",Connector damage,According to Specification,STM,37833KM,4521.673.841,ME 17.9.71
Toyota,2021,2021-01-01 0:00:00,QC-2021-2478,Engine overheating,"P00AD, P305E",controller failure due to supplier production failure,Customer Failure,,10120KM,5612.748.093,WK 83.2.50
Toyota,2019,2019-06-13 0:00:00,QC-2019-3316,Engine overheating,"P30CA, P0116, P060F",Connector damage,Production Failure,,67219KM,6103.825.479,TR 15.7.82
Ashok Leyland,2022,2022-10-14 0:00:00,QC-2022-4547,Engine overheating,"P30CE, P1D42, P30CC, P1D3D, P06F9",ASIC CJ327 failure due to EOS,Production Failure,STM,12725KM,3847.291.506,NZ 21.8.44
Hyundai,2022,2022-11-26 0:00:00,QC-2022-5093,Low pickup,"P1640, P3099, P2133",Sensor short due to moisture,Production Failure,Bosch,433KM,5612.748.093,ME 17.9.71
TATA,2022,2022-05-08 0:00:00,QC-2022-8102,High fuel consumption,"P06A3, P1D49, P2610, P068B, P1602",Sensor short due to moisture,According to Specification,Hanon,574KM,3271.584.960,WK 83.2.50
M&M,2021,2021-04-16 0:00:00,QC-2021-5207,Low pickup,"P211C, P3097, P1708, P068B, P2123",controller failure due to supplier production failure,Production Failure,,12934KM,8459.067.312,AE 48.7.13
TATA,2021,2021-11-02 0:00:00,QC-2021-3120,OBD Light ON,"P061C, P1D44, P0605",Track burnt due to EOS,According to Specification,Valeo,8457KM,3074.928.615,WK 83.2.50
Honda,2019,2019-01-20 0:00:00,QC-2019-2740,Vehicle not starting,"U030B, U10C2, P1D49, U1122, P1686",NTF,Customer Failure,Delphi,12725KM,4382.510.967,BX 42.3.17
M&M,2020,2020-05-24 0:00:00,QC-2020-8523,Brake warning light ON,"U049C, U0464",Track burnt due to EOS,According to Specification,,26439KM,3271.584.960,SL 67.9.25
Toyota,2023,2023-03-31 0:00:00,QC-2023-2737,High fuel consumption,"P0301, P06D2, P1D3B",Track burnt due to EOS,Customer Failure,STM,37390KM,1647.098.753,NZ 21.8.44
Hyundai,2021,2021-05-05 0:00:00,QC-2021-7326,Rough idling,"P2048, P0278",controller failure due to supplier production failure,Production Failure,Bosch,2764KM,1293.847.562,WK 83.2.50
Honda,2019,2019-12-17 0:00:00,QC-2019-9556,OBD Light ON,"P1D3B, P1D40, P06D1",Connector damage,Customer Failure,STM,90KM,4521.673.841,YC 72.4.61
Ashok Leyland,2024,2024-02-23 0:00:00,QC-2024-5389,Low pickup,"P0455, P3261, P3036, P1D4A",controller failure due to supplier production failure,According to Specification,Valeo,10120KM,7689.145.203,HV 14.5.38
Hyundai,2023,2023-01-11 0:00:00,QC-2023-2728,Low pickup,"P0697, P2122, P0040, P061C",Track burnt due to EOS,Production Failure,STM,86471KM,6103.825.479,QW 56.2.90
Toyota,2020,2020-10-01 0:00:00,QC-2020-5350,High fuel consumption,"U0100, P1603, P3094, P060A, P1388",Connector damage,Customer Failure,Bosch,27952KM,3074.928.615,YC 72.4.61
Ashok Leyland,2023,2023-03-12 0:00:00,QC-2023-8718,Starting Problem,"U0028, P1D43, U040D, U0404, U010C",controller failure due to supplier production failure,Customer Failure,,46784KM,5612.748.093,TR 15.7.82
Ashok Leyland,2019,2019-03-10 0:00:00,QC-2019-4257,Low pickup,"P0301, P211D",controller failure due to supplier production failure,According to Specification,,18324KM,3847.291.506,JR 19.6.84
Toyota,2023,2023-03-25 0:00:00,QC-2023-3705,Low pickup,"U0100, U0198",NTF,According to Specification,STM,26439KM,4521.673.841,QW 56.2.90
M&M,2019,2019-02-24 0:00:00,QC-2019-2996,Low pickup,"P0455, P0611, P106A, P1545, P3261",Sensor short due to moisture,Production Failure,Hanon,46784KM,5938.761.204,WK 83.2.50
TATA,2023,2023-12-31 0:00:00,QC-2023-2858,Low pickup,"P1D3B, P0041",controller failure due to supplier production failure,Production Failure,STM,27952KM,7834.156.920,WK 83.2.50
Kia,2021,2021-01-27 0:00:00,QC-2021-2670,Engine jerking during acceleration,"U0414, U0416, U040D, U100F, P163E",NTF,According to Specification,Hanon,54935KM,4521.673.841,PG 33.6.59
Ashok Leyland,2020,2020-07-31 0:00:00,QC-2020-4743,Starting Problem,"P20FF, P0606",controller failure due to supplier production failure,Customer Failure,Bosch,32893KM,7834.156.920,SL 67.9.25
