Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Kia,2023,2023-04-26,QC-2023-096577,ABS warning light ON,C0036,13.94,Connector damage,Production Failure,Hanon,67258
Kia,2023,2023-11-22,QC-2023-096578,Multiple warning lights ON,"U0100, P0691, P1682",17.44,Track burnt due to EOS,Customer Failure,Bosch,58330
Honda,2024,2024-05-28,QC-2024-096579,Engine stalling,,14.31,NTF,According to Specification,Bosch,10061
M&M,2023,2023-05-05,QC-2023-096580,Engine overheating,,13.07,NTF,According to Specification,Valeo,53124
M&M,2025,2025-04-21,QC-2025-096581,Brake warning light ON,C0265,13.0,Connector damage,Production Failure,Delphi,32722
Hyundai,2024,2024-06-09,QC-2024-096582,OBD Light ON,,14.04,NTF,According to Specification,Valeo,20734
M&M,2022,2022-09-24,QC-2022-096583,OBD Light ON,,13.51,NTF,According to Specification,Bosch,22159
Honda,2025,2025-10-31,QC-2025-096584,Multiple warning lights ON,U0028,10.39,controller failure due to supplier production failure,Production Failure,STM,17786
Honda,2024,2024-01-15,QC-2024-096585,OBD Light ON,,13.65,NTF,According to Specification,STM,131688
Toyota,2023,2023-01-19,QC-2023-096586,Battery warning light ON,"P0563, P0615, P0306",16.84,Track burnt due to EOS,Customer Failure,Valeo,127986
Hyundai,2024,2024-02-04,QC-2024-096587,OBD Light ON,"B1031, C0265, P0340",12.97,Connector damage,Production Failure,Valeo,27434
TATA,2024,2024-10-08,QC-2024-096588,Battery warning light ON,"P0563, P0693, P0617, P0562",17.62,Track burnt due to EOS,Customer Failure,Bosch,220000
Honda,2023,2023-06-15,QC-2023-096589,Rough idling,"P0306, P0304, P0562",19.01,Track burnt due to EOS,Customer Failure,Bosch,131677
Honda,2025,2025-07-07,QC-2025-096590,Vehicle not starting,"P0616, P0615, U0101, P0617",16.85,Track burnt due to EOS,Customer Failure,Valeo,66842
Ashok Leyland,2022,2022-06-30,QC-2022-096591,Engine stalling,P0073,12.13,Sensor short due to moisture,Customer Failure,Delphi,113171
Ashok Leyland,2021,2021-05-04,QC-2021-096592,OBD Light ON,P0341,13.13,NTF,According to Specification,Delphi,35186
Kia,2023,2023-02-08,QC-2023-096593,Low pickup,,13.63,NTF,According to Specification,Hanon,69304
Ashok Leyland,2022,2022-02-12,QC-2022-096594,Rough idling,P0325,13.48,NTF,According to Specification,Delphi,42591
Toyota,2024,2024-04-09,QC-2024-096595,Vehicle not starting,"P0620, P0355, P0691",18.77,Track burnt due to EOS,Customer Failure,Valeo,68441
Hyundai,2023,2023-06-03,QC-2023-096596,Multiple warning lights ON,U0114,10.18,controller failure due to supplier production failure,Production Failure,STM,4189
Honda,2024,2024-05-28,QC-2024-096597,OBD Light ON,,12.37,NTF,According to Specification,Valeo,45550
Honda,2021,2021-10-30,QC-2021-096598,Rough idling,,13.59,NTF,According to Specification,Bosch,166589
Hyundai,2020,2020-10-24,QC-2020-096599,Multiple warning lights ON,B2960,12.83,Connector damage,Production Failure,Bosch,25367
Hyundai,2020,2020-03-15,QC-2020-096600,Vehicle not starting,"P0356, P0694, P0692, P0560, P0616",17.65,Track burnt due to EOS,Customer Failure,Bosch,73312
Kia,2024,2024-06-12,QC-2024-096601,Multiple warning lights ON,"P0354, P0692, P0560, P0691",18.35,Track burnt due to EOS,Customer Failure,Valeo,107445
Kia,2025,2025-03-28,QC-2025-096602,Engine overheating,,12.6,NTF,According to Specification,Delphi,27628
Honda,2025,2025-12-20,QC-2025-096603,OBD Light ON,,13.07,NTF,According to Specification,Valeo,12534
Toyota,2025,2025-08-14,QC-2025-096604,OBD Light ON,,12.32,NTF,According to Specification,Bosch,76009
Honda,2023,2023-08-18,QC-2023-096605,Brake warning light ON,C0082,12.58,Connector damage,Production Failure,Bosch,196587
M&M,2023,2023-08-08,QC-2023-096606,Rough idling,P0069,12.41,Sensor short due to moisture,Customer Failure,Valeo,140211
Ashok Leyland,2021,2021-11-29,QC-2021-096607,Multiple warning lights ON,U0164,11.2,controller failure due to supplier production failure,Production Failure,STM,31420
M&M,2025,2025-11-10,QC-2025-096608,Brake warning light ON,"C0460, B3055",12.77,Connector damage,Production Failure,Bosch,30839
TATA,2025,2025-05-29,QC-2025-096609,OBD Light ON,"C0031, C0550",14.25,Connector damage,Production Failure,Hanon,164803
Toyota,2025,2025-07-30,QC-2025-096610,Rough idling,,13.02,NTF,According to Specification,Bosch,20843
Kia,2019,2019-11-08,QC-2019-096611,Brake warning light ON,B1045,13.81,Connector damage,Customer Failure,Bosch,44663
Ashok Leyland,2023,2023-04-06,QC-2023-096612,Multiple warning lights ON,"U0038, U0101",11.2,controller failure due to supplier production failure,Production Failure,STM,15981
Ashok Leyland,2021,2021-11-07,QC-2021-096613,Rough idling,,12.97,NTF,According to Specification,Bosch,220000
Toyota,2023,2023-12-10,QC-2023-096614,Battery warning light ON,P0611,15.03,ASIC CJ327 failure due to EOS,Production Failure,Delphi,23498
Toyota,2021,2021-09-09,QC-2021-096615,Engine stalling,P0069,13.81,Sensor short due to moisture,Customer Failure,Delphi,28093
Honda,2023,2023-08-31,QC-2023-096616,Rough idling,P0072,13.04,Sensor short due to moisture,Customer Failure,Bosch,86480
M&M,2022,2022-05-20,QC-2022-096617,OBD Light ON,,13.05,NTF,Customer Failure,Valeo,54363
Toyota,2024,2024-09-08,QC-2024-096618,Vehicle not starting,"U0128, U0037",11.29,controller failure due to supplier production failure,Production Failure,Bosch,12347
Ashok Leyland,2025,2025-07-14,QC-2025-096619,Battery warning light ON,"P0563, P0352, P0303, P0616, P0562",17.58,Track burnt due to EOS,Customer Failure,Delphi,36579
M&M,2023,2023-07-02,QC-2023-096620,ABS warning light ON,"C0051, B2960, P0502",12.42,Connector damage,Customer Failure,Valeo,65716
TATA,2023,2023-02-13,QC-2023-096621,Starting Problem,"P0601, P0604",14.7,ASIC CJ327 failure due to EOS,Production Failure,STM,47080
Honda,2020,2020-12-11,QC-2020-096622,Starting Problem,P0613,14.55,ASIC CJ327 failure due to EOS,Production Failure,Bosch,41025
TATA,2025,2025-11-16,QC-2025-096623,Multiple warning lights ON,B1031,13.53,Connector damage,Production Failure,Delphi,36067
Kia,2021,2021-04-16,QC-2021-096624,Engine stalling,,13.63,NTF,According to Specification,Valeo,11309
Ashok Leyland,2025,2025-08-23,QC-2025-096625,Multiple warning lights ON,U0155,9.76,controller failure due to supplier production failure,Production Failure,Bosch,8083
M&M,2021,2021-03-24,QC-2021-096626,Vehicle not starting,"U0100, P0480, U0101",18.12,Track burnt due to EOS,Customer Failure,Valeo,37527
M&M,2022,2022-12-13,QC-2022-096627,Multiple warning lights ON,"U0114, U0422",11.69,controller failure due to supplier production failure,Production Failure,Hanon,29095
Hyundai,2025,2025-11-17,QC-2025-096628,Starting Problem,B2960,13.77,Connector damage,Production Failure,Bosch,202579
Kia,2024,2024-05-05,QC-2024-096629,Rough idling,,13.68,NTF,According to Specification,Bosch,68170
M&M,2025,2025-07-18,QC-2025-096630,Rough idling,P0196,12.83,Sensor short due to moisture,Customer Failure,Bosch,200000
Toyota,2024,2024-03-01,QC-2024-096631,Engine overheating,P0117,12.64,Sensor short due to moisture,Customer Failure,Bosch,21644
Toyota,2025,2025-07-02,QC-2025-096632,Engine overheating,,12.26,NTF,According to Specification,Valeo,84287
Hyundai,2023,2023-08-12,QC-2023-096633,OBD Light ON,,12.22,NTF,According to Specification,Delphi,29424
Hyundai,2024,2024-01-08,QC-2024-096634,Vehicle not starting,"P0351, P0306, P0352",19.65,Track burnt due to EOS,Customer Failure,Bosch,118193
Toyota,2025,2025-07-17,QC-2025-096635,Engine overheating,"P0482, U0101, P0617, U0100",15.96,Track burnt due to EOS,Customer Failure,Bosch,39816
TATA,2025,2025-04-18,QC-2025-096636,Low pickup,P0613,15.39,ASIC CJ327 failure due to EOS,Production Failure,Valeo,85825
Toyota,2024,2024-05-18,QC-2024-096637,ABS warning light ON,C0045,12.48,Connector damage,Production Failure,Bosch,5257
Honda,2020,2020-07-01,QC-2020-096638,Battery warning light ON,"P0601, P0604",15.76,ASIC CJ327 failure due to EOS,Production Failure,STM,12209
M&M,2021,2021-03-24,QC-2021-096639,Battery warning light ON,P0607,15.87,ASIC CJ327 failure due to EOS,Production Failure,STM,87116
Honda,2024,2024-04-12,QC-2024-096640,Multiple warning lights ON,U0164,10.42,controller failure due to supplier production failure,Production Failure,Hanon,28944
Ashok Leyland,2024,2024-06-11,QC-2024-096641,Engine stalling,P0038,12.72,Sensor short due to moisture,Customer Failure,Delphi,72844
Honda,2025,2025-09-05,QC-2025-096642,Multiple warning lights ON,"P0602, P0606",15.24,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,44112
Hyundai,2021,2021-05-18,QC-2021-096643,Multiple warning lights ON,U0103,10.46,controller failure due to supplier production failure,Production Failure,Bosch,16870
Honda,2023,2023-03-06,QC-2023-096644,Rough idling,P0101,12.05,Sensor short due to moisture,Customer Failure,Valeo,85009
Toyota,2022,2022-11-26,QC-2022-096645,Engine stalling,"P0072, P0197",12.85,Sensor short due to moisture,Customer Failure,Delphi,59837
TATA,2020,2020-04-01,QC-2020-096646,High fuel consumption,"P0604, P0601",14.95,ASIC CJ327 failure due to EOS,Customer Failure,STM,25357
M&M,2024,2024-12-21,QC-2024-096647,Starting Problem,P0563,15.17,ASIC CJ327 failure due to EOS,Production Failure,Delphi,109707
Hyundai,2025,2025-02-13,QC-2025-096648,OBD Light ON,P0328,12.94,NTF,According to Specification,Valeo,22596
Hyundai,2024,2024-04-01,QC-2024-096649,Battery warning light ON,"P0563, P0562",14.24,ASIC CJ327 failure due to EOS,Production Failure,Hanon,55602
TATA,2021,2021-02-18,QC-2021-096650,ABS warning light ON,C0051,12.85,Connector damage,Production Failure,Valeo,3447
M&M,2024,2024-01-02,QC-2024-096651,Engine jerking during acceleration,"P0355, P0563, P0562",17.37,Track burnt due to EOS,Customer Failure,Bosch,29914
Hyundai,2023,2023-11-07,QC-2023-096652,Engine stalling,,13.03,NTF,According to Specification,Bosch,81987
TATA,2022,2022-08-25,QC-2022-096653,ABS warning light ON,C0031,12.46,Connector damage,Production Failure,Bosch,55056
Hyundai,2022,2022-10-05,QC-2022-096654,Engine overheating,P0116,13.12,Sensor short due to moisture,Customer Failure,Valeo,8232
M&M,2025,2025-06-20,QC-2025-096655,Rough idling,P0069,12.71,Sensor short due to moisture,Customer Failure,Delphi,74205
Ashok Leyland,2023,2023-06-18,QC-2023-096656,Multiple warning lights ON,"P0606, P0602",14.72,ASIC CJ327 failure due to EOS,Production Failure,STM,33686
Toyota,2025,2025-11-07,QC-2025-096657,Brake warning light ON,"C0550, B3055, C0031, P0300",12.86,Connector damage,Production Failure,Bosch,91063
Hyundai,2024,2024-01-26,QC-2024-096658,ABS warning light ON,C0036,14.52,Connector damage,Production Failure,Valeo,47626
Kia,2023,2023-06-15,QC-2023-096659,OBD Light ON,,12.75,NTF,According to Specification,Valeo,20498
M&M,2024,2024-10-02,QC-2024-096660,Multiple warning lights ON,"P0602, P0606",15.78,ASIC CJ327 failure due to EOS,Production Failure,STM,173601
Kia,2025,2025-04-15,QC-2025-096661,Rough idling,,12.88,NTF,According to Specification,Bosch,22973
Honda,2025,2025-09-28,QC-2025-096662,Engine overheating,"P0482, P0563, U0155",17.13,Track burnt due to EOS,Customer Failure,Delphi,38627
Hyundai,2023,2023-07-11,QC-2023-096663,Starting Problem,"P0098, P0135",13.11,Sensor short due to moisture,Customer Failure,Valeo,36607
Toyota,2019,2019-07-13,QC-2019-096664,Multiple warning lights ON,U0401,10.53,controller failure due to supplier production failure,Production Failure,Bosch,23703
Kia,2024,2024-01-12,QC-2024-096665,OBD Light ON,,13.62,NTF,According to Specification,Bosch,25323
Kia,2024,2024-05-23,QC-2024-096666,Transmission jerking,U0402,10.45,controller failure due to supplier production failure,Production Failure,Bosch,23024
Honda,2025,2025-08-23,QC-2025-096667,Vehicle not starting,"P0352, P0305, P0563, U0101, P0351",18.71,Track burnt due to EOS,Customer Failure,Valeo,71447
Kia,2020,2020-08-12,QC-2020-096668,OBD Light ON,P0038,12.6,Sensor short due to moisture,Customer Failure,Valeo,7294
Toyota,2023,2023-07-31,QC-2023-096669,ABS warning light ON,C0045,11.88,Connector damage,Production Failure,Bosch,52653
TATA,2024,2024-11-28,QC-2024-096670,Low pickup,,13.42,NTF,According to Specification,Hanon,60308
Ashok Leyland,2020,2020-06-02,QC-2020-096671,High fuel consumption,P0608,15.9,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,50020
Kia,2021,2021-08-20,QC-2021-096672,Multiple warning lights ON,U0029,10.06,controller failure due to supplier production failure,Production Failure,Bosch,9838
M&M,2024,2024-04-15,QC-2024-096673,Battery warning light ON,"P0562, P0620, P0303, P1682, P0171",18.0,Track burnt due to EOS,Customer Failure,Valeo,27998
Honda,2025,2025-05-05,QC-2025-096674,Engine overheating,"P0694, P0303",17.37,Track burnt due to EOS,Customer Failure,Delphi,64448
TATA,2022,2022-06-28,QC-2022-096675,Multiple warning lights ON,"U0100, P0301, U0101",18.74,Track burnt due to EOS,Customer Failure,Bosch,70326
Ashok Leyland,2023,2023-07-29,QC-2023-096676,Low pickup,"P0601, P0604",15.47,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,64057
Honda,2023,2023-12-27,QC-2023-096677,ABS warning light ON,"B3055, C0036",13.52,Connector damage,Production Failure,Bosch,43557
Kia,2025,2025-09-28,QC-2025-096678,Engine overheating,"P0482, P0356, P0620, P0563, P0306, P0562",18.2,Track burnt due to EOS,Customer Failure,Valeo,73141
M&M,2020,2020-11-07,QC-2020-096679,Engine jerking during acceleration,P0610,15.41,ASIC CJ327 failure due to EOS,Production Failure,Hanon,152004
Toyota,2025,2025-07-19,QC-2025-096680,High fuel consumption,,13.73,NTF,According to Specification,STM,64845
Ashok Leyland,2024,2024-03-30,QC-2024-096681,Battery warning light ON,"P0604, P0601",15.34,ASIC CJ327 failure due to EOS,Production Failure,STM,53867
Kia,2025,2025-05-25,QC-2025-096682,Multiple warning lights ON,U0422,10.57,controller failure due to supplier production failure,Production Failure,Bosch,3730
M&M,2021,2021-05-30,QC-2021-096683,OBD Light ON,"B1234, B3055",13.52,Connector damage,Production Failure,Hanon,230000
TATA,2024,2024-02-08,QC-2024-096684,Starting Problem,U0073,10.87,controller failure due to supplier production failure,Production Failure,Delphi,7972
TATA,2025,2025-05-10,QC-2025-096685,Starting Problem,B2960,13.72,Connector damage,Production Failure,Valeo,58411
Toyota,2024,2024-08-22,QC-2024-096686,OBD Light ON,,12.9,NTF,According to Specification,Bosch,34567
Honda,2022,2022-08-19,QC-2022-096687,Low pickup,,12.99,NTF,According to Specification,Bosch,72110
Toyota,2024,2024-05-31,QC-2024-096688,Engine jerking during acceleration,"P0356, P0354, U0101, U0001, P0353, U0100",17.39,Track burnt due to EOS,Customer Failure,Valeo,39858
Honda,2022,2022-03-17,QC-2022-096689,Engine stalling,P0072,13.47,Sensor short due to moisture,Customer Failure,Delphi,58456
Honda,2025,2025-11-02,QC-2025-096690,Engine overheating,,13.57,NTF,According to Specification,Bosch,58330
Hyundai,2023,2023-03-16,QC-2023-096691,Engine overheating,"P0482, P0562, P0305",18.6,Track burnt due to EOS,Customer Failure,Delphi,36042
Kia,2022,2022-05-14,QC-2022-096692,Brake warning light ON,"C0460, C0045, C0051",12.39,Connector damage,Production Failure,Valeo,141132
Toyota,2023,2023-05-28,QC-2023-096693,OBD Light ON,P0455,13.93,NTF,According to Specification,Bosch,21222
Kia,2025,2025-06-12,QC-2025-096694,Multiple warning lights ON,P0605,14.73,ASIC CJ327 failure due to EOS,Production Failure,STM,21826
Toyota,2022,2022-01-19,QC-2022-096695,OBD Light ON,P0341,12.63,NTF,According to Specification,Delphi,11330
TATA,2019,2019-06-06,QC-2019-096696,Low pickup,,13.79,NTF,According to Specification,Valeo,45287
Kia,2024,2024-10-17,QC-2024-096697,OBD Light ON,"C0460, P0573",12.5,Connector damage,Production Failure,Delphi,74939
Toyota,2023,2023-03-20,QC-2023-096698,Rough idling,,13.55,NTF,According to Specification,Bosch,18810
Kia,2025,2025-01-02,QC-2025-096699,Multiple warning lights ON,"U0073, U0001",11.36,controller failure due to supplier production failure,Production Failure,STM,33844
Hyundai,2023,2023-04-24,QC-2023-096700,Engine overheating,P0128,12.04,Sensor short due to moisture,Customer Failure,Delphi,68618
Honda,2022,2022-11-19,QC-2022-096701,OBD Light ON,,13.19,NTF,According to Specification,Valeo,26843
Ashok Leyland,2023,2023-12-17,QC-2023-096702,High fuel consumption,P0606,15.54,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,63229
TATA,2025,2025-02-05,QC-2025-096703,Vehicle not starting,"P0353, P0351, P0352",17.05,Track burnt due to EOS,Customer Failure,Delphi,152554
Ashok Leyland,2025,2025-07-25,QC-2025-096704,OBD Light ON,P0112,14.11,Sensor short due to moisture,Customer Failure,Bosch,53499
Toyota,2024,2024-08-07,QC-2024-096705,Engine stalling,"P0069, P0118",12.55,Sensor short due to moisture,Customer Failure,Delphi,34169
Toyota,2025,2025-02-03,QC-2025-096706,Low pickup,,13.76,NTF,According to Specification,STM,95416
Hyundai,2019,2019-02-20,QC-2019-096707,Starting Problem,P0325,13.81,NTF,According to Specification,Delphi,63393
Honda,2025,2025-04-04,QC-2025-096708,Rough idling,,12.63,NTF,According to Specification,Hanon,27272
M&M,2020,2020-02-01,QC-2020-096709,OBD Light ON,,12.65,NTF,According to Specification,Delphi,42050
Hyundai,2024,2024-05-14,QC-2024-096710,OBD Light ON,,14.39,NTF,According to Specification,STM,15852
Ashok Leyland,2022,2022-08-02,QC-2022-096711,Rough idling,"P0069, P0171",12.45,Sensor short due to moisture,Customer Failure,Delphi,49730
Hyundai,2022,2022-06-20,QC-2022-096712,Engine overheating,"P0615, P0692",17.87,Track burnt due to EOS,Customer Failure,STM,39309
Toyota,2020,2020-01-27,QC-2020-096713,Engine overheating,,13.73,NTF,According to Specification,Bosch,18629
Toyota,2025,2025-12-07,QC-2025-096714,Brake warning light ON,C0265,14.54,Connector damage,Production Failure,Valeo,84777
Ashok Leyland,2022,2022-01-25,QC-2022-096715,Starting Problem,C0082,13.37,Connector damage,Customer Failure,Valeo,47734
TATA,2025,2025-11-11,QC-2025-096716,Rough idling,P0342,13.43,NTF,According to Specification,Delphi,45718
Kia,2025,2025-12-02,QC-2025-096717,Starting Problem,"P0111, P0118",12.8,Sensor short due to moisture,Customer Failure,Bosch,200000
Toyota,2023,2023-04-13,QC-2023-096718,OBD Light ON,,13.64,NTF,According to Specification,Bosch,57895
Kia,2023,2023-06-10,QC-2023-096719,Engine overheating,P0073,13.17,Sensor short due to moisture,Customer Failure,Delphi,26094
Ashok Leyland,2022,2022-11-17,QC-2022-096720,OBD Light ON,,13.08,NTF,According to Specification,STM,37214
Hyundai,2025,2025-12-06,QC-2025-096721,Battery warning light ON,"C0045, B1045",13.38,Connector damage,Production Failure,Hanon,229374
TATA,2024,2024-01-09,QC-2024-096722,Battery warning light ON,"P0605, P068A, P0607",15.74,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,64977
TATA,2021,2021-08-21,QC-2021-096723,Starting Problem,"P0097, P0113",11.17,Sensor short due to moisture,Customer Failure,STM,53241
TATA,2025,2025-09-03,QC-2025-096724,OBD Light ON,,13.22,NTF,According to Specification,Bosch,10640
Toyota,2025,2025-06-06,QC-2025-096725,Rough idling,P0128,12.63,Sensor short due to moisture,Customer Failure,Delphi,106241
Hyundai,2025,2025-09-28,QC-2025-096726,Starting Problem,B3055,12.54,Connector damage,Production Failure,Delphi,28193
Hyundai,2020,2020-12-17,QC-2020-096727,Low pickup,"P0605, P0607",15.86,ASIC CJ327 failure due to EOS,Production Failure,STM,43488
Ashok Leyland,2025,2025-08-02,QC-2025-096728,OBD Light ON,P0455,13.19,NTF,According to Specification,Hanon,10894
Hyundai,2023,2023-03-02,QC-2023-096729,Multiple warning lights ON,P0605,14.69,ASIC CJ327 failure due to EOS,Production Failure,Delphi,40084
Hyundai,2025,2025-02-08,QC-2025-096730,Rough idling,,13.0,NTF,According to Specification,Valeo,29336
Kia,2023,2023-10-19,QC-2023-096731,Battery warning light ON,P0613,15.22,ASIC CJ327 failure due to EOS,Customer Failure,STM,56139
Ashok Leyland,2024,2024-07-07,QC-2024-096732,Multiple warning lights ON,P0610,15.79,ASIC CJ327 failure due to EOS,Production Failure,STM,46345
Ashok Leyland,2024,2024-02-26,QC-2024-096733,OBD Light ON,P0342,14.05,NTF,According to Specification,Valeo,38209
Toyota,2025,2025-12-07,QC-2025-096734,Brake warning light ON,C0265,12.72,Connector damage,Production Failure,STM,1933
M&M,2025,2025-03-05,QC-2025-096735,Multiple warning lights ON,P0613,15.21,ASIC CJ327 failure due to EOS,Production Failure,Hanon,83417
TATA,2025,2025-04-22,QC-2025-096736,Battery warning light ON,"P0620, P0691",18.39,Track burnt due to EOS,Customer Failure,Delphi,197329
Honda,2024,2024-04-05,QC-2024-096737,Low pickup,,13.86,NTF,According to Specification,Delphi,18050
M&M,2025,2025-01-18,QC-2025-096738,Transmission jerking,P0613,15.26,ASIC CJ327 failure due to EOS,Production Failure,Delphi,29935
M&M,2025,2025-04-26,QC-2025-096739,Vehicle not starting,U0028,10.16,controller failure due to supplier production failure,Production Failure,Delphi,28120
Honda,2019,2019-10-20,QC-2019-096740,OBD Light ON,,13.31,NTF,According to Specification,Bosch,24551
TATA,2025,2025-08-16,QC-2025-096741,Rough idling,P0131,12.32,Sensor short due to moisture,Customer Failure,Valeo,60006
M&M,2023,2023-03-20,QC-2023-096742,Low pickup,P0610,15.48,ASIC CJ327 failure due to EOS,Production Failure,STM,32311
Toyota,2025,2025-06-18,QC-2025-096743,Engine stalling,"P0072, P0161",13.77,Sensor short due to moisture,Customer Failure,Valeo,103129
Honda,2025,2025-07-27,QC-2025-096744,OBD Light ON,B1045,13.73,Connector damage,Production Failure,Valeo,61696
Honda,2024,2024-12-02,QC-2024-096745,Brake warning light ON,C0550,12.35,Connector damage,Production Failure,Valeo,2850
Hyundai,2024,2024-06-07,QC-2024-096746,Multiple warning lights ON,U0002,10.52,controller failure due to supplier production failure,Production Failure,Delphi,10967
M&M,2022,2022-01-16,QC-2022-096747,Multiple warning lights ON,"P0694, P0616, U0155, P0300, P0617",17.62,Track burnt due to EOS,Customer Failure,Delphi,105095
TATA,2021,2021-07-22,QC-2021-096748,Engine jerking during acceleration,"P0305, U0100",17.52,Track burnt due to EOS,Customer Failure,Bosch,75657
Toyota,2021,2021-07-21,QC-2021-096749,Multiple warning lights ON,"U0103, U0029",11.07,controller failure due to supplier production failure,Production Failure,Bosch,32830
Hyundai,2022,2022-11-06,QC-2022-096750,Battery warning light ON,P0563,15.8,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,68059
Kia,2025,2025-06-14,QC-2025-096751,Starting Problem,,13.51,NTF,According to Specification,Hanon,17633
Hyundai,2023,2023-04-04,QC-2023-096752,Vehicle not starting,"P0615, P0352, P0301, P0351",17.89,Track burnt due to EOS,Customer Failure,Bosch,42781
Hyundai,2024,2024-01-07,QC-2024-096753,OBD Light ON,B3055,13.63,Connector damage,Production Failure,Valeo,77498
Ashok Leyland,2024,2024-08-07,QC-2024-096754,High fuel consumption,P0131,12.75,Sensor short due to moisture,Customer Failure,Delphi,130770
Honda,2023,2023-12-29,QC-2023-096755,OBD Light ON,,13.73,NTF,According to Specification,Bosch,18212
Toyota,2019,2019-11-01,QC-2019-096756,Starting Problem,U0155,12.73,NTF,According to Specification,Bosch,70737
Kia,2022,2022-03-12,QC-2022-096757,Multiple warning lights ON,U0103,10.71,controller failure due to supplier production failure,Production Failure,Delphi,7979
Kia,2022,2022-12-18,QC-2022-096758,Engine overheating,"P0692, U0100, P0560, P0693, P0691",16.26,Track burnt due to EOS,Customer Failure,Valeo,32974
Hyundai,2024,2024-02-29,QC-2024-096759,OBD Light ON,,12.7,NTF,According to Specification,Valeo,28971
TATA,2025,2025-03-17,QC-2025-096760,Multiple warning lights ON,B1045,14.62,Connector damage,Production Failure,Valeo,128732
Hyundai,2025,2025-11-22,QC-2025-096761,Rough idling,P0327,13.85,NTF,According to Specification,Bosch,29001
Kia,2022,2022-06-01,QC-2022-096762,Multiple warning lights ON,"U0164, U0100, U0101",11.14,controller failure due to supplier production failure,Customer Failure,Bosch,11445
TATA,2022,2022-04-18,QC-2022-096763,ABS warning light ON,"C0045, C0265",13.33,Connector damage,Production Failure,Bosch,162946
Toyota,2025,2025-06-26,QC-2025-096764,ABS warning light ON,C0550,14.18,Connector damage,Production Failure,Delphi,72407
M&M,2023,2023-08-30,QC-2023-096765,Multiple warning lights ON,"U0100, P0615, P0693, P0562, U0101",16.6,Track burnt due to EOS,Customer Failure,Delphi,28077
TATA,2021,2021-06-17,QC-2021-096766,Rough idling,"P0303, P0693, P0305",17.94,Track burnt due to EOS,Customer Failure,STM,96621
Hyundai,2025,2025-02-10,QC-2025-096767,ABS warning light ON,C0460,13.67,Connector damage,Production Failure,Hanon,2070
Toyota,2021,2021-11-28,QC-2021-096768,OBD Light ON,,14.23,NTF,Customer Failure,STM,35807
Ashok Leyland,2023,2023-05-08,QC-2023-096769,Rough idling,P0611,15.05,ASIC CJ327 failure due to EOS,Production Failure,Hanon,87354
Kia,2024,2024-12-27,QC-2024-096770,Engine overheating,P0101,12.04,Sensor short due to moisture,Customer Failure,Bosch,190333
Kia,2019,2019-05-19,QC-2019-096771,OBD Light ON,,13.31,NTF,According to Specification,Bosch,39409
Honda,2022,2022-11-17,QC-2022-096772,Brake warning light ON,C0550,13.02,Connector damage,Production Failure,Bosch,144439
Ashok Leyland,2024,2024-11-04,QC-2024-096773,Engine overheating,"P0304, P0356, P0301",16.8,Track burnt due to EOS,Customer Failure,Delphi,137063
M&M,2025,2025-11-21,QC-2025-096774,ABS warning light ON,B1234,13.92,Connector damage,Production Failure,Valeo,22854
TATA,2023,2023-02-27,QC-2023-096775,ABS warning light ON,C0036,13.17,Connector damage,Production Failure,Valeo,50718
Toyota,2024,2024-05-15,QC-2024-096776,Multiple warning lights ON,"P0306, P0305, P0351, P0352",16.47,Track burnt due to EOS,Production Failure,Delphi,20205
Kia,2025,2025-03-29,QC-2025-096777,Rough idling,P0118,11.7,Sensor short due to moisture,Customer Failure,Hanon,56141
Kia,2021,2021-08-15,QC-2021-096778,Multiple warning lights ON,"U0164, U0029",10.13,controller failure due to supplier production failure,Production Failure,Bosch,80827
Kia,2025,2025-11-12,QC-2025-096779,Engine stalling,,14.05,NTF,According to Specification,Bosch,18503
TATA,2024,2024-06-16,QC-2024-096780,Rough idling,P0072,11.99,Sensor short due to moisture,Customer Failure,Bosch,15612
Toyota,2023,2023-05-28,QC-2023-096781,Battery warning light ON,"P0562, P0692, P0480, P0563",17.22,Track burnt due to EOS,Customer Failure,Hanon,105943
Kia,2025,2025-11-07,QC-2025-096782,High fuel consumption,,12.56,NTF,Production Failure,Valeo,14427
Ashok Leyland,2025,2025-01-12,QC-2025-096783,Multiple warning lights ON,P0610,15.3,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,24579
Hyundai,2021,2021-04-10,QC-2021-096784,Low pickup,,12.82,NTF,According to Specification,Delphi,26836
TATA,2024,2024-12-12,QC-2024-096785,Multiple warning lights ON,U0037,10.77,controller failure due to supplier production failure,Production Failure,Delphi,23545
Toyota,2022,2022-04-25,QC-2022-096786,Multiple warning lights ON,"U0121, U0140",10.11,controller failure due to supplier production failure,Production Failure,STM,72843
Toyota,2021,2021-07-28,QC-2021-096787,Brake warning light ON,"U0128, U0002",9.54,controller failure due to supplier production failure,Production Failure,Hanon,14826
