Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Kia,2024,2024-03-21,QC-2024-044627,Low pickup,,14.04,NTF,According to Specification,Hanon,102835
Toyota,2021,2021-03-27,QC-2021-044628,Low pickup,P0605,15.81,ASIC CJ327 failure due to EOS,Production Failure,Delphi,37191
Toyota,2023,2023-07-03,QC-2023-044629,ABS warning light ON,C0031,14.04,Connector damage,Production Failure,STM,81703
Hyundai,2022,2022-04-28,QC-2022-044630,Engine overheating,P0117,13.05,Sensor short due to moisture,Customer Failure,Delphi,41586
TATA,2023,2023-07-02,QC-2023-044631,Rough idling,P0069,12.59,Sensor short due to moisture,Customer Failure,STM,94128
Ashok Leyland,2021,2021-05-20,QC-2021-044632,Battery warning light ON,P0562,14.49,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,96326
Kia,2020,2020-08-03,QC-2020-044633,Engine stalling,,13.67,NTF,According to Specification,Delphi,34454
Toyota,2021,2021-02-10,QC-2021-044634,OBD Light ON,,13.46,NTF,According to Specification,Hanon,58205
Toyota,2022,2022-03-05,QC-2022-044635,Low pickup,P0608,14.78,ASIC CJ327 failure due to EOS,Production Failure,STM,44279
Kia,2021,2021-10-30,QC-2021-044636,Multiple warning lights ON,U0131,10.37,controller failure due to supplier production failure,Production Failure,Valeo,37586
Ashok Leyland,2021,2021-06-02,QC-2021-044637,Rough idling,P0131,12.14,Sensor short due to moisture,Customer Failure,Hanon,102211
Honda,2022,2022-10-31,QC-2022-044638,Engine stalling,,13.69,NTF,According to Specification,Valeo,26103
M&M,2023,2023-06-09,QC-2023-044639,Multiple warning lights ON,U0073,10.54,controller failure due to supplier production failure,Production Failure,Delphi,17137
Toyota,2022,2022-07-10,QC-2022-044640,Rough idling,P0174,14.4,NTF,According to Specification,STM,36973
TATA,2020,2020-07-28,QC-2020-044641,OBD Light ON,,13.26,NTF,According to Specification,Hanon,68371
M&M,2021,2021-01-14,QC-2021-044642,Starting Problem,,12.62,NTF,According to Specification,Valeo,43991
Toyota,2023,2023-03-21,QC-2023-044643,Starting Problem,,13.51,NTF,According to Specification,Bosch,44959
Toyota,2021,2021-01-18,QC-2021-044644,Low pickup,,14.4,NTF,According to Specification,Hanon,74009
Kia,2024,2024-10-02,QC-2024-044645,Rough idling,,12.58,NTF,According to Specification,Delphi,40825
Ashok Leyland,2022,2022-09-05,QC-2022-044646,ABS warning light ON,C0031,13.1,Connector damage,Production Failure,Bosch,38939
Kia,2024,2024-06-11,QC-2024-044647,ABS warning light ON,"C0045, C0031",13.06,Connector damage,Production Failure,Bosch,141427
Honda,2021,2021-03-13,QC-2021-044648,High fuel consumption,P0135,12.74,Sensor short due to moisture,Customer Failure,Valeo,90282
Hyundai,2024,2024-10-14,QC-2024-044649,Starting Problem,P0606,15.21,ASIC CJ327 failure due to EOS,Production Failure,Hanon,62201
TATA,2021,2021-03-18,QC-2021-044650,Engine overheating,"P0482, P0301, P1682, P0620, P0302",17.11,Track burnt due to EOS,Customer Failure,Hanon,107356
Toyota,2023,2023-12-13,QC-2023-044651,Rough idling,P0604,15.41,ASIC CJ327 failure due to EOS,Production Failure,STM,20070
Toyota,2022,2022-02-17,QC-2022-044652,Starting Problem,U0164,9.81,controller failure due to supplier production failure,Production Failure,Bosch,500
Hyundai,2023,2023-08-05,QC-2023-044653,Multiple warning lights ON,U0073,10.84,controller failure due to supplier production failure,Production Failure,Hanon,31526
Toyota,2019,2019-12-31,QC-2019-044654,OBD Light ON,,12.5,NTF,According to Specification,Delphi,14947
TATA,2019,2019-10-09,QC-2019-044655,Battery warning light ON,"P0562, U0001, P0301, U0100, P0481",17.7,Track burnt due to EOS,Customer Failure,STM,77977
Toyota,2024,2024-11-05,QC-2024-044656,Multiple warning lights ON,U0100,10.53,controller failure due to supplier production failure,Production Failure,Valeo,13816
TATA,2024,2024-07-25,QC-2024-044657,Rough idling,P0610,15.97,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,99922
Honda,2024,2024-08-10,QC-2024-044658,Brake warning light ON,"C0550, P0500",13.59,Connector damage,Production Failure,Bosch,136584
Hyundai,2023,2023-01-13,QC-2023-044659,Rough idling,,13.94,NTF,According to Specification,Delphi,80930
M&M,2023,2023-02-09,QC-2023-044660,Multiple warning lights ON,P0604,15.27,ASIC CJ327 failure due to EOS,Production Failure,STM,5000
Ashok Leyland,2019,2019-11-29,QC-2019-044661,Rough idling,P0325,13.51,NTF,According to Specification,Hanon,36832
Hyundai,2024,2024-12-19,QC-2024-044662,Battery warning light ON,"P0562, P0611",15.29,ASIC CJ327 failure due to EOS,Production Failure,STM,5000
Ashok Leyland,2019,2019-03-03,QC-2019-044663,Vehicle not starting,"P1682, P0562, U0155, U0100",17.87,Track burnt due to EOS,Customer Failure,Bosch,90733
Honda,2023,2023-10-14,QC-2023-044664,Rough idling,,13.34,NTF,According to Specification,Bosch,56273
Honda,2022,2022-10-06,QC-2022-044665,Brake warning light ON,C0550,13.48,Connector damage,Production Failure,Delphi,36071
TATA,2022,2022-04-19,QC-2022-044666,Engine overheating,,13.54,NTF,According to Specification,Bosch,54911
Honda,2024,2024-10-29,QC-2024-044667,Battery warning light ON,P0563,15.2,ASIC CJ327 failure due to EOS,Customer Failure,STM,95287
Ashok Leyland,2020,2020-02-01,QC-2020-044668,Starting Problem,,12.5,NTF,According to Specification,Valeo,98723
Ashok Leyland,2021,2021-08-19,QC-2021-044669,High fuel consumption,,13.13,NTF,According to Specification,STM,22138
Toyota,2024,2024-04-14,QC-2024-044670,ABS warning light ON,"C0051, C0265",13.44,Connector damage,Production Failure,Bosch,124062
M&M,2021,2021-09-26,QC-2021-044671,ABS warning light ON,"B1234, C0045",14.44,Connector damage,Production Failure,Bosch,67931
Honda,2024,2024-06-29,QC-2024-044672,Engine overheating,"P0304, P0301, P0481",16.68,Track burnt due to EOS,Customer Failure,Bosch,86151
Toyota,2023,2023-08-01,QC-2023-044673,Multiple warning lights ON,P0607,15.27,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,72112
Honda,2020,2020-09-01,QC-2020-044674,Transmission jerking,"U0101, P0481, U0100",16.1,Track burnt due to EOS,Customer Failure,Valeo,70537
TATA,2024,2024-01-22,QC-2024-044675,Rough idling,P0131,13.18,Sensor short due to moisture,Customer Failure,STM,28043
Honda,2023,2023-02-08,QC-2023-044676,Multiple warning lights ON,P0607,15.62,ASIC CJ327 failure due to EOS,Customer Failure,STM,29240
Ashok Leyland,2020,2020-07-29,QC-2020-044677,Battery warning light ON,P0604,15.15,ASIC CJ327 failure due to EOS,Production Failure,Bosch,37847
TATA,2023,2023-10-09,QC-2023-044678,Multiple warning lights ON,P0607,14.79,ASIC CJ327 failure due to EOS,Production Failure,Delphi,71314
Hyundai,2023,2023-04-21,QC-2023-044679,Vehicle not starting,"P0615, P0301",18.41,Track burnt due to EOS,Customer Failure,Delphi,1000
Toyota,2021,2021-07-14,QC-2021-044680,Vehicle not starting,"P0615, P0563",16.26,Track burnt due to EOS,Customer Failure,Valeo,177764
Kia,2022,2022-08-12,QC-2022-044681,Multiple warning lights ON,P0607,15.89,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,85390
M&M,2024,2024-06-17,QC-2024-044682,OBD Light ON,,13.42,NTF,According to Specification,Valeo,69607
Hyundai,2022,2022-02-06,QC-2022-044683,Multiple warning lights ON,U0184,10.3,controller failure due to supplier production failure,Production Failure,STM,11713
Toyota,2023,2023-08-10,QC-2023-044684,Vehicle not starting,"P0300, P0562, U0155, U0001, P0301",18.86,Track burnt due to EOS,Customer Failure,Delphi,28314
TATA,2023,2023-05-11,QC-2023-044685,Rough idling,"P0303, P0480, P0302",16.23,Track burnt due to EOS,Customer Failure,Bosch,7223
Kia,2022,2022-03-14,QC-2022-044686,Engine overheating,P0054,12.03,Sensor short due to moisture,Customer Failure,Delphi,22033
M&M,2021,2021-09-16,QC-2021-044687,Starting Problem,P0113,12.75,Sensor short due to moisture,Customer Failure,STM,93998
Toyota,2022,2022-04-25,QC-2022-044688,Starting Problem,P0601,15.35,ASIC CJ327 failure due to EOS,Customer Failure,STM,5000
Ashok Leyland,2022,2022-12-19,QC-2022-044689,Rough idling,,13.31,NTF,According to Specification,STM,45804
Hyundai,2024,2024-10-17,QC-2024-044690,Vehicle not starting,U0100,11.3,controller failure due to supplier production failure,Production Failure,Delphi,42944
M&M,2020,2020-10-23,QC-2020-044691,OBD Light ON,P0117,12.89,Sensor short due to moisture,Customer Failure,Valeo,39123
Kia,2023,2023-04-03,QC-2023-044692,Rough idling,,12.79,NTF,According to Specification,Valeo,6400
Honda,2023,2023-01-10,QC-2023-044693,Multiple warning lights ON,U0140,9.6,controller failure due to supplier production failure,Production Failure,Bosch,23109
Honda,2024,2024-06-04,QC-2024-044694,Engine overheating,P0072,13.17,Sensor short due to moisture,Customer Failure,Delphi,86283
TATA,2024,2024-06-09,QC-2024-044695,Engine stalling,P0069,12.54,Sensor short due to moisture,Customer Failure,Delphi,65642
Ashok Leyland,2020,2020-07-19,QC-2020-044696,Engine stalling,"P0072, P0112",11.78,Sensor short due to moisture,Customer Failure,Delphi,150403
TATA,2021,2021-02-15,QC-2021-044697,High fuel consumption,,13.08,NTF,According to Specification,Hanon,18165
Hyundai,2020,2020-01-19,QC-2020-044698,ABS warning light ON,"C0031, C0550, B1234",12.5,Connector damage,Production Failure,Delphi,164593
Ashok Leyland,2022,2022-10-15,QC-2022-044699,High fuel consumption,,13.06,NTF,According to Specification,Delphi,42253
Toyota,2020,2020-07-25,QC-2020-044700,Starting Problem,"C0550, C0265",13.0,Connector damage,Production Failure,Delphi,103367
TATA,2023,2023-01-18,QC-2023-044701,Engine stalling,P0073,12.87,Sensor short due to moisture,Customer Failure,Hanon,52545
Toyota,2020,2020-07-06,QC-2020-044702,OBD Light ON,P0073,12.41,Sensor short due to moisture,Customer Failure,Valeo,136186
Honda,2020,2020-02-06,QC-2020-044703,Multiple warning lights ON,"P0604, P0608",15.95,ASIC CJ327 failure due to EOS,Production Failure,Delphi,51615
Honda,2024,2024-08-13,QC-2024-044704,Starting Problem,"U0155, P0620, P0615, P0562",17.35,Track burnt due to EOS,Customer Failure,Delphi,122801
Toyota,2021,2021-05-14,QC-2021-044705,High fuel consumption,,13.28,NTF,According to Specification,Valeo,32348
Honda,2019,2019-05-05,QC-2019-044706,Engine jerking during acceleration,P0563,15.15,ASIC CJ327 failure due to EOS,Production Failure,Delphi,85841
Hyundai,2024,2024-10-28,QC-2024-044707,ABS warning light ON,"C0045, B1031",12.77,Connector damage,Customer Failure,Hanon,78801
Hyundai,2022,2022-08-28,QC-2022-044708,Engine stalling,,13.67,NTF,According to Specification,Hanon,72821
Kia,2021,2021-01-17,QC-2021-044709,Rough idling,P0607,14.84,ASIC CJ327 failure due to EOS,Customer Failure,STM,77104
Honda,2022,2022-07-28,QC-2022-044710,Multiple warning lights ON,U0101,10.49,controller failure due to supplier production failure,Production Failure,Bosch,27540
Kia,2023,2023-04-03,QC-2023-044711,Multiple warning lights ON,U0164,10.3,controller failure due to supplier production failure,Production Failure,Delphi,23424
TATA,2022,2022-03-14,QC-2022-044712,Starting Problem,B2960,14.22,Connector damage,Production Failure,Valeo,104471
TATA,2024,2024-07-15,QC-2024-044713,Engine overheating,P0128,13.36,Sensor short due to moisture,Customer Failure,Bosch,49298
Hyundai,2023,2023-02-05,QC-2023-044714,Low pickup,P0608,14.36,ASIC CJ327 failure due to EOS,Production Failure,Hanon,85327
TATA,2023,2023-09-30,QC-2023-044715,Engine stalling,P0054,13.5,Sensor short due to moisture,Customer Failure,STM,79197
TATA,2021,2021-08-30,QC-2021-044716,Starting Problem,C0265,14.39,Connector damage,Production Failure,Hanon,15504
Kia,2022,2022-05-29,QC-2022-044717,Starting Problem,P0602,15.8,ASIC CJ327 failure due to EOS,Production Failure,Delphi,46928
Toyota,2020,2020-11-05,QC-2020-044718,OBD Light ON,P0456,13.09,NTF,According to Specification,Hanon,13797
TATA,2023,2023-10-25,QC-2023-044719,Engine overheating,,12.93,NTF,According to Specification,Delphi,50735
M&M,2024,2024-07-27,QC-2024-044720,OBD Light ON,P0054,11.42,Sensor short due to moisture,Customer Failure,Bosch,60635
Ashok Leyland,2023,2023-01-02,QC-2023-044721,OBD Light ON,P0420,13.98,NTF,According to Specification,Bosch,500
TATA,2024,2024-07-10,QC-2024-044722,High fuel consumption,P0606,15.55,ASIC CJ327 failure due to EOS,Production Failure,STM,40343
M&M,2022,2022-08-03,QC-2022-044723,Rough idling,"P0304, P0563, P0303",17.36,Track burnt due to EOS,Customer Failure,Valeo,55022
Ashok Leyland,2024,2024-10-04,QC-2024-044724,Vehicle not starting,"P0615, P0304",16.1,Track burnt due to EOS,Customer Failure,Valeo,54858
Hyundai,2022,2022-03-07,QC-2022-044725,Low pickup,P0300,12.69,NTF,According to Specification,Valeo,17140
Honda,2023,2023-09-22,QC-2023-044726,Battery warning light ON,C0265,13.21,Connector damage,Customer Failure,Bosch,119804
TATA,2022,2022-07-22,QC-2022-044727,Low pickup,P0563,15.5,ASIC CJ327 failure due to EOS,Production Failure,Delphi,72368
Kia,2023,2023-07-04,QC-2023-044728,Multiple warning lights ON,"P0620, U0101",16.68,Track burnt due to EOS,Customer Failure,Delphi,113003
Kia,2023,2023-02-28,QC-2023-044729,Engine overheating,,12.93,NTF,According to Specification,Hanon,46710
TATA,2023,2023-09-21,QC-2023-044730,Multiple warning lights ON,U0131,10.27,controller failure due to supplier production failure,Production Failure,STM,500
Toyota,2021,2021-07-19,QC-2021-044731,Engine overheating,,12.82,NTF,According to Specification,Delphi,98821
Toyota,2019,2019-08-06,QC-2019-044732,Engine overheating,P0128,11.72,Sensor short due to moisture,Customer Failure,Valeo,82196
Ashok Leyland,2024,2024-01-11,QC-2024-044733,Battery warning light ON,P0607,15.16,ASIC CJ327 failure due to EOS,Customer Failure,STM,44618
Kia,2020,2020-05-03,QC-2020-044734,Multiple warning lights ON,U0140,11.09,controller failure due to supplier production failure,Production Failure,STM,37123
TATA,2023,2023-07-22,QC-2023-044735,Engine stalling,,14.4,NTF,According to Specification,Delphi,54335
Toyota,2019,2019-09-16,QC-2019-044736,Brake warning light ON,B1031,13.65,Connector damage,Production Failure,Hanon,117930
Toyota,2023,2023-10-12,QC-2023-044737,Engine overheating,"P0302, U0101, P0301, P1682",19.52,Track burnt due to EOS,Customer Failure,Bosch,24681
Toyota,2024,2024-09-02,QC-2024-044738,Rough idling,P0300,13.19,NTF,According to Specification,Hanon,54762
Hyundai,2023,2023-11-09,QC-2023-044739,OBD Light ON,C0550,13.13,Connector damage,Customer Failure,Valeo,133592
Hyundai,2023,2023-08-11,QC-2023-044740,ABS warning light ON,C0045,13.26,Connector damage,Production Failure,STM,168437
Honda,2023,2023-11-08,QC-2023-044741,OBD Light ON,P0420,14.07,NTF,According to Specification,Bosch,54534
Ashok Leyland,2021,2021-07-04,QC-2021-044742,Engine overheating,"P0482, P0615, P0301, U0001, U0101",18.05,Track burnt due to EOS,Customer Failure,Valeo,31132
Honda,2024,2024-08-12,QC-2024-044743,OBD Light ON,"P0069, P0112",12.21,Sensor short due to moisture,Customer Failure,Valeo,66997
Kia,2022,2022-11-26,QC-2022-044744,High fuel consumption,,12.74,NTF,According to Specification,Bosch,500
Honda,2024,2024-04-30,QC-2024-044745,Multiple warning lights ON,U0122,10.35,controller failure due to supplier production failure,Production Failure,Delphi,13169
Kia,2024,2024-05-08,QC-2024-044746,OBD Light ON,C0051,12.72,Connector damage,Production Failure,Delphi,93764
Toyota,2024,2024-07-11,QC-2024-044747,OBD Light ON,,12.5,NTF,According to Specification,Delphi,9405
M&M,2021,2021-07-01,QC-2021-044748,Low pickup,P0604,15.12,ASIC CJ327 failure due to EOS,Production Failure,Delphi,107112
Hyundai,2023,2023-08-17,QC-2023-044749,Battery warning light ON,"P0562, P0482",17.67,Track burnt due to EOS,Customer Failure,STM,52993
Ashok Leyland,2024,2024-03-30,QC-2024-044750,Vehicle not starting,"U0101, U0155",10.59,controller failure due to supplier production failure,Production Failure,Bosch,500
Kia,2024,2024-03-25,QC-2024-044751,Rough idling,,12.84,NTF,According to Specification,STM,9119
Hyundai,2019,2019-07-17,QC-2019-044752,Rough idling,"P0131, P0054",12.6,Sensor short due to moisture,Customer Failure,Bosch,39923
Ashok Leyland,2022,2022-04-15,QC-2022-044753,OBD Light ON,,13.69,NTF,According to Specification,Valeo,61564
Toyota,2022,2022-09-03,QC-2022-044754,OBD Light ON,,13.94,NTF,According to Specification,Bosch,18626
Hyundai,2022,2022-12-21,QC-2022-044755,Engine jerking during acceleration,"P0301, P1682, P0482, U0155, P0304",18.25,Track burnt due to EOS,Customer Failure,Bosch,116147
Honda,2024,2024-12-16,QC-2024-044756,Engine stalling,,13.26,NTF,According to Specification,STM,89398
Hyundai,2023,2023-06-21,QC-2023-044757,Battery warning light ON,"P0301, U0155, U0101",17.05,Track burnt due to EOS,Customer Failure,Delphi,127936
TATA,2023,2023-04-20,QC-2023-044758,Multiple warning lights ON,"U0155, U0101, P0481",17.22,Track burnt due to EOS,Customer Failure,Delphi,58806
Ashok Leyland,2023,2023-09-08,QC-2023-044759,Starting Problem,,13.0,NTF,According to Specification,Bosch,95426
Honda,2021,2021-03-21,QC-2021-044760,ABS warning light ON,C0051,13.68,Connector damage,Production Failure,Valeo,59148
Kia,2022,2022-11-18,QC-2022-044761,Rough idling,"P0605, P0563",14.7,ASIC CJ327 failure due to EOS,Customer Failure,STM,27706
Kia,2024,2024-10-08,QC-2024-044762,Multiple warning lights ON,U0100,10.2,controller failure due to supplier production failure,Production Failure,STM,40910
Ashok Leyland,2020,2020-06-27,QC-2020-044763,Vehicle not starting,"P0615, P0620",18.94,Track burnt due to EOS,Customer Failure,Bosch,114895
Hyundai,2022,2022-05-30,QC-2022-044764,OBD Light ON,,13.73,NTF,According to Specification,Delphi,500
TATA,2020,2020-08-06,QC-2020-044765,OBD Light ON,P0300,13.14,NTF,According to Specification,Hanon,11984
Honda,2023,2023-05-05,QC-2023-044766,Engine jerking during acceleration,P0607,14.83,ASIC CJ327 failure due to EOS,Production Failure,STM,5000
TATA,2021,2021-03-09,QC-2021-044767,OBD Light ON,,12.71,NTF,According to Specification,Valeo,500
Hyundai,2021,2021-05-15,QC-2021-044768,Rough idling,,13.24,NTF,According to Specification,Valeo,32278
Ashok Leyland,2019,2019-09-11,QC-2019-044769,Multiple warning lights ON,"P0481, P0563, P0301",17.98,Track burnt due to EOS,Customer Failure,STM,26122
Toyota,2023,2023-03-04,QC-2023-044770,Multiple warning lights ON,U0122,10.76,controller failure due to supplier production failure,Production Failure,Valeo,30171
TATA,2021,2021-04-10,QC-2021-044771,OBD Light ON,,12.98,NTF,According to Specification,Bosch,78041
Ashok Leyland,2021,2021-09-23,QC-2021-044772,Multiple warning lights ON,U0184,10.41,controller failure due to supplier production failure,Production Failure,STM,7059
M&M,2022,2022-03-21,QC-2022-044773,Multiple warning lights ON,P0602,14.52,ASIC CJ327 failure due to EOS,Customer Failure,STM,89454
M&M,2022,2022-01-19,QC-2022-044774,High fuel consumption,,13.03,NTF,According to Specification,STM,17724
Honda,2022,2022-04-25,QC-2022-044775,Starting Problem,"P0482, P0562",19.56,Track burnt due to EOS,Customer Failure,Valeo,96889
M&M,2024,2024-10-02,QC-2024-044776,Starting Problem,P0174,14.16,NTF,According to Specification,Bosch,500
Ashok Leyland,2020,2020-11-17,QC-2020-044777,Engine stalling,,12.69,NTF,According to Specification,Hanon,35653
Hyundai,2024,2024-10-23,QC-2024-044778,Multiple warning lights ON,U0131,9.41,controller failure due to supplier production failure,Production Failure,Hanon,500
Ashok Leyland,2024,2024-08-23,QC-2024-044779,Engine stalling,,13.0,NTF,According to Specification,STM,40923
TATA,2023,2023-07-15,QC-2023-044780,Multiple warning lights ON,P0604,15.27,ASIC CJ327 failure due to EOS,Production Failure,Bosch,59729
Toyota,2023,2023-12-19,QC-2023-044781,Engine overheating,"P0481, P0482, P1682",16.4,Track burnt due to EOS,Customer Failure,Valeo,102188
TATA,2023,2023-01-25,QC-2023-044782,Low pickup,P0455,13.74,NTF,According to Specification,Delphi,69630
Kia,2024,2024-05-28,QC-2024-044783,Vehicle not starting,"P0615, P0304, P0301",19.5,Track burnt due to EOS,Customer Failure,Hanon,117927
Kia,2023,2023-06-14,QC-2023-044784,High fuel consumption,P0171,13.34,NTF,According to Specification,Bosch,21492
TATA,2023,2023-08-03,QC-2023-044785,Multiple warning lights ON,"U0001, U0184",10.38,controller failure due to supplier production failure,Production Failure,Delphi,29232
Ashok Leyland,2021,2021-07-14,QC-2021-044786,OBD Light ON,,12.76,NTF,According to Specification,Valeo,73231
Honda,2024,2024-03-27,QC-2024-044787,Low pickup,,14.4,NTF,According to Specification,STM,67058
Toyota,2022,2022-04-12,QC-2022-044788,ABS warning light ON,C0031,13.19,Connector damage,Production Failure,Bosch,151323
Kia,2022,2022-03-28,QC-2022-044789,Starting Problem,"U0155, P0302, P0615, P0482, P0480",16.84,Track burnt due to EOS,Customer Failure,Delphi,70084
Kia,2021,2021-11-14,QC-2021-044790,Battery warning light ON,"P0562, P0302",16.28,Track burnt due to EOS,Customer Failure,Valeo,56952
Kia,2021,2021-10-05,QC-2021-044791,Vehicle not starting,"P0304, P1682",19.08,Track burnt due to EOS,Customer Failure,Delphi,77761
Hyundai,2022,2022-01-19,QC-2022-044792,Rough idling,P0340,13.07,NTF,According to Specification,Valeo,76557
M&M,2020,2020-07-12,QC-2020-044793,Engine overheating,"P0113, P0118",11.9,Sensor short due to moisture,Customer Failure,STM,51214
Toyota,2024,2024-01-18,QC-2024-044794,OBD Light ON,,14.15,NTF,According to Specification,STM,25742
Kia,2023,2023-12-18,QC-2023-044795,OBD Light ON,,13.88,NTF,According to Specification,Hanon,38404
Toyota,2024,2024-01-17,QC-2024-044796,High fuel consumption,P0316,13.41,NTF,According to Specification,STM,40549
Kia,2024,2024-02-12,QC-2024-044797,ABS warning light ON,C0045,13.69,Connector damage,Production Failure,Bosch,28753
TATA,2021,2021-03-05,QC-2021-044798,Engine stalling,P0171,13.45,NTF,According to Specification,STM,47800
Toyota,2021,2021-10-16,QC-2021-044799,Vehicle not starting,"U0131, U0100",10.5,controller failure due to supplier production failure,Production Failure,Bosch,39952
TATA,2024,2024-07-05,QC-2024-044800,OBD Light ON,P0316,13.1,NTF,According to Specification,Hanon,122223
M&M,2023,2023-06-15,QC-2023-044801,Multiple warning lights ON,P0602,15.3,ASIC CJ327 failure due to EOS,Production Failure,STM,82901
Ashok Leyland,2022,2022-08-19,QC-2022-044802,Engine stalling,P0118,13.33,Sensor short due to moisture,Customer Failure,Valeo,13931
Honda,2023,2023-12-09,QC-2023-044803,Engine stalling,P0135,13.03,Sensor short due to moisture,Customer Failure,Delphi,107723
TATA,2023,2023-01-12,QC-2023-044804,ABS warning light ON,"C0036, C0051",12.5,Connector damage,Production Failure,Bosch,90331
M&M,2024,2024-06-15,QC-2024-044805,High fuel consumption,P0038,13.36,Sensor short due to moisture,Customer Failure,Hanon,77499
Hyundai,2021,2021-03-24,QC-2021-044806,ABS warning light ON,U0121,10.16,controller failure due to supplier production failure,Production Failure,Bosch,26540
M&M,2023,2023-02-26,QC-2023-044807,Rough idling,,12.5,NTF,According to Specification,Bosch,16033
Hyundai,2019,2019-03-22,QC-2019-044808,OBD Light ON,,13.37,NTF,According to Specification,STM,22993
TATA,2022,2022-04-19,QC-2022-044809,Battery warning light ON,"P0563, U0101",18.13,Track burnt due to EOS,Customer Failure,Delphi,62618
Ashok Leyland,2020,2020-12-17,QC-2020-044810,Vehicle not starting,"P0615, U0155, P0301, P0482, P0302",17.12,Track burnt due to EOS,Customer Failure,Delphi,108056
Hyundai,2020,2020-03-19,QC-2020-044811,Starting Problem,U0121,10.95,controller failure due to supplier production failure,Production Failure,Bosch,34958
Kia,2023,2023-01-11,QC-2023-044812,Transmission jerking,"U0101, U0001",10.1,controller failure due to supplier production failure,Production Failure,Bosch,46885
Toyota,2024,2024-09-26,QC-2024-044813,OBD Light ON,P0340,13.71,NTF,According to Specification,STM,45360
Ashok Leyland,2024,2024-06-07,QC-2024-044814,Starting Problem,"U0100, U0155",20.0,Track burnt due to EOS,Customer Failure,Delphi,68462
Ashok Leyland,2019,2019-07-12,QC-2019-044815,Engine overheating,"P0117, P0038",13.1,Sensor short due to moisture,Customer Failure,Hanon,94960
TATA,2024,2024-12-18,QC-2024-044816,OBD Light ON,,13.51,NTF,According to Specification,Delphi,28312
Kia,2024,2024-02-10,QC-2024-044817,Low pickup,,13.72,NTF,According to Specification,Bosch,500
M&M,2023,2023-10-03,QC-2023-044818,Starting Problem,,13.3,NTF,According to Specification,Valeo,28975
TATA,2020,2020-12-27,QC-2020-044819,Brake warning light ON,"B1234, C0036",13.64,Connector damage,Production Failure,Valeo,86020
TATA,2024,2024-03-14,QC-2024-044820,Low pickup,"P0605, P0610",15.08,ASIC CJ327 failure due to EOS,Production Failure,STM,65821
Kia,2024,2024-11-28,QC-2024-044821,OBD Light ON,P0117,12.63,Sensor short due to moisture,Customer Failure,Delphi,67530
Honda,2023,2023-07-10,QC-2023-044822,Vehicle not starting,"P0615, U0155, P0301",19.4,Track burnt due to EOS,Customer Failure,Hanon,16198
Toyota,2020,2020-07-01,QC-2020-044823,Rough idling,"P0069, P0196",12.63,Sensor short due to moisture,Customer Failure,STM,23825
Honda,2023,2023-03-28,QC-2023-044824,Engine stalling,P0073,12.06,Sensor short due to moisture,Customer Failure,Hanon,2000
M&M,2023,2023-11-12,QC-2023-044825,Battery warning light ON,"B3055, C0045",12.5,Connector damage,Production Failure,Bosch,93373
Toyota,2020,2020-05-28,QC-2020-044826,ABS warning light ON,C0031,14.5,Connector damage,Production Failure,Valeo,82178
Ashok Leyland,2024,2024-05-20,QC-2024-044827,Engine overheating,"P0480, P0302, P0304",17.68,Track burnt due to EOS,Customer Failure,STM,44721
TATA,2019,2019-02-24,QC-2019-044828,ABS warning light ON,"B3055, C0265, B2960",12.91,Connector damage,Customer Failure,Hanon,107113
Toyota,2019,2019-03-14,QC-2019-044829,Rough idling,,13.78,NTF,According to Specification,STM,51552
Hyundai,2022,2022-11-27,QC-2022-044830,Vehicle not starting,"U0155, P0562, U0001",18.02,Track burnt due to EOS,Customer Failure,Delphi,83350
Kia,2024,2024-08-01,QC-2024-044831,Multiple warning lights ON,"U0140, U0164",10.29,controller failure due to supplier production failure,Production Failure,Valeo,28380
Honda,2024,2024-11-26,QC-2024-044832,Battery warning light ON,P0608,15.3,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,81895
Honda,2023,2023-09-19,QC-2023-044833,Engine overheating,P0054,12.23,Sensor short due to moisture,Customer Failure,Delphi,69621
Toyota,2023,2023-04-13,QC-2023-044834,Rough idling,P0325,13.7,NTF,According to Specification,Bosch,107048
Ashok Leyland,2024,2024-04-25,QC-2024-044835,Multiple warning lights ON,U0103,10.26,controller failure due to supplier production failure,Production Failure,STM,30525
Kia,2024,2024-04-22,QC-2024-044836,ABS warning light ON,"C0031, C0045, B3055",12.53,Connector damage,Production Failure,Bosch,64961
M&M,2019,2019-04-06,QC-2019-044837,Rough idling,,13.45,NTF,According to Specification,STM,87559
Ashok Leyland,2021,2021-05-11,QC-2021-044838,Battery warning light ON,P0601,16.0,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,66026
M&M,2024,2024-12-27,QC-2024-044839,Brake warning light ON,C0550,12.79,Connector damage,Production Failure,Hanon,26639
Honda,2024,2024-07-11,QC-2024-044840,Transmission jerking,U0164,9.59,controller failure due to supplier production failure,Production Failure,STM,18961
